#separator:Tab
#html:true
#columns:word	sentence	translation	additional translations	wiktionary link	attributions
湯姆要	我沒告訴<b>湯姆要</b>做甚麼。	I didn't tell Tom what needed to be done.		https://en.m.wiktionary.org/wiki/湯姆要#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6240311 (CK) & #6535849 (verdastelo9604)
幾個	我一直讀這個讀了<b>幾個</b>小時。	I've been reading this for a few hours.		https://en.m.wiktionary.org/wiki/幾個#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7793756 (CK) & #886573 (Martha)
打网球	我年轻时经常<b>打网球</b>。	I often played tennis when I was young.		https://en.m.wiktionary.org/wiki/打網球#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #258428 (CK) & #7835058 (basilhan)
我媽媽	<b>我媽媽</b>每天早上早起。	My mother gets up early every morning.		https://en.m.wiktionary.org/wiki/我媽媽#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #251859 (CK) & #804991 (Martha)
盡力	如果你<b>盡力</b>而為, 你就會成功。	If you do your best, you will succeed.		https://en.m.wiktionary.org/wiki/盡力#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #244087 (CK) & #779067 (Martha)
聲音	我喜歡孩子們笑的<b>聲音</b>。	I love the sound of children laughing.		https://en.m.wiktionary.org/wiki/聲音#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #682051 (Source_VOA) & #900048 (kanaorange)
里面	我没法再在这家公司<b>里面</b>工作了。	I can't work for this company anymore.		https://en.m.wiktionary.org/wiki/裏麵#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7798476 (sharris123) & #7774761 (jiangche)
画	你认识<b>画</b>里面的男孩吗？	Do you know the boy in the picture?		https://en.m.wiktionary.org/wiki/畫#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1288659 (CK) & #1766313 (sadhen)
週末	你這個<b>週末</b>要做什麼？	What're you going to do this weekend?		https://en.m.wiktionary.org/wiki/週末#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #266440 (CK) & #900697 (Martha)
最大	这是世界上<b>最大</b>的车。	This is the biggest car in the world.		https://en.m.wiktionary.org/wiki/最大#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #55558 (jakov) & #611538 (sarah)
谈	他们<b>谈</b>计划<b>谈</b>了几个小时。	They talked over the plan for hours.		https://en.m.wiktionary.org/wiki/談#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #305737 (CK) & #816480 (fucongcong)
家具	那個房間裡沒有<b>家具</b>。	There was no furniture in that room.		https://en.m.wiktionary.org/wiki/傢具#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #503779 (CK) & #896515 (Martha)
這事	我不想再聽到<b>這事</b>。	I don't want to hear about it again.		https://en.m.wiktionary.org/wiki/這事#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2018776 (CK) & #6845600 (verdastelo9604)
生命	他們相信死後的<b>生命</b>。	They believe in a life after death.		https://en.m.wiktionary.org/wiki/生命#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #307653 (CK) & #900652 (Martha)
白色	她今天穿著<b>白色</b>的衣服。	She is wearing a white dress today.		https://en.m.wiktionary.org/wiki/白色#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #313730 (CK) & #894303 (Martha)
號碼	我寫下了那個電話<b>號碼</b>。	I wrote down that telephone number.		https://en.m.wiktionary.org/wiki/號碼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #502661 (CK) & #850122 (Martha)
收音机	晚饭后我听<b>收音机</b>。	I listen to the radio after dinner.		https://en.m.wiktionary.org/wiki/收音機#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #262096 (CK) & #784389 (fucongcong)
媽媽	她跟她<b>媽媽</b>一樣漂亮。	She is as beautiful as her mother.	She is as beautiful as her mother is.<br>She is just as beautiful as her mother.	https://en.m.wiktionary.org/wiki/媽媽#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #316942 (CK) & #890680 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #310640 (CM) & #890680 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #487049 (human600) & #890680 (Martha)
唱	如果你<b>唱</b>，我們就跟著<b>唱</b>。	If you sing, we'll sing with you.		https://en.m.wiktionary.org/wiki/唱#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5849445 (CK) & #6093335 (verdastelo9604)
往	我不知道汤姆<b>往</b>哪去了。	I don't know where Tom was going.		https://en.m.wiktionary.org/wiki/往#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2318378 (CK) & #5911767 (verdastelo9604)
公園	昨天他帶我去<b>公園</b>。	He took me to the park yesterday.		https://en.m.wiktionary.org/wiki/公園#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #296904 (CK) & #882518 (Martha)
看着	汤姆怀疑地<b>看着</b>玛丽。	Tom looked at Mary suspiciously.		https://en.m.wiktionary.org/wiki/看著#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1028338 (CK) & #3289565 (sadhen)
禮物	她對於我送的<b>禮物</b>感到很開心。	She was very happy with my gift.		https://en.m.wiktionary.org/wiki/禮物#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #388629 (CK) & #900733 (Martha)
门	您能开一下<b>门</b>吗？	Could you open the door, please?		https://en.m.wiktionary.org/wiki/門#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8910562 (sundown) & #1753100 (sadhen)
打電話	我們能在哪裡<b>打電話</b>？	Where can we make a phone call?		https://en.m.wiktionary.org/wiki/打電話#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #693478 (Shishir) & #6146506 (verdastelo9604)
旅館	等一下請打電話到我住的<b>旅館</b>。	Please call me at my hotel later.		https://en.m.wiktionary.org/wiki/旅館#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #71688 (CK) & #892530 (Martha)
這本	<b>這本</b>字典是我妹妹的。	This dictionary is my sister's.		https://en.m.wiktionary.org/wiki/這本#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #58825 (CK) & #844490 (Martha)
這輛	送你<b>這輛</b>自行車。	This bicycle is a gift for you.		https://en.m.wiktionary.org/wiki/這輛#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #11291130 (Aphima) & #5113323 (xjjAstrus)
祖父	我的<b>祖父</b>是警察。	My grandfather was a policeman.		https://en.m.wiktionary.org/wiki/祖父#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5850035 (CK) & #6111759 (verdastelo9604)
结束	会议明天就<b>结束</b>了。	The meeting will end tomorrow.	The conference will end tomorrow.	https://en.m.wiktionary.org/wiki/結束#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1137006 (soj4l) & #405738 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #405731 (CM) & #405738 (GlossaMatik)
全都	你<b>全都</b>给汤姆了吗？	Have you given Tom everything?		https://en.m.wiktionary.org/wiki/全都#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3153714 (CK) & #5993942 (verdastelo9604)
麵	我們沒<b>麵</b>包了。	We don't have any bread left.	We don't have any more bread.	https://en.m.wiktionary.org/wiki/麵#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4563708 (mailohilohi) & #5706094 (xjjAstrus)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #31118 (CK) & #5706094 (xjjAstrus)
酒店	附近有<b>酒店</b>吗？	Is there a hotel around here?		https://en.m.wiktionary.org/wiki/酒店#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #60540 (CK) & #1335409 (vicch)
进来	你不能跟我们<b>进来</b>。	You can't come in with this.		https://en.m.wiktionary.org/wiki/進來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3752923 (cromwellt) & #7532560 (pokeonimac)
這位	<b>這位</b>老人下了公車。	The old man got off the bus.		https://en.m.wiktionary.org/wiki/這位#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #44550 (CK) & #802494 (Martha)
令人	她的声音<b>令人</b>愉快。	She has an agreeable voice.		https://en.m.wiktionary.org/wiki/令人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #309497 (Eldad) & #1397308 (mtdot)
这份	你会接受<b>这份</b>工作吗？	Will you accept this job?		https://en.m.wiktionary.org/wiki/這份#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8586802 (CK) & #8589666 (tianblr)
看不到	汤姆<b>看不到</b>任何人。	Tom couldn't see anyone.	Tom couldn't see anybody.	https://en.m.wiktionary.org/wiki/看不到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6430570 (CK) & #8914623 (fresky)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #2644955 (CK) & #8914623 (fresky)
法律	<b>法律</b>很清楚。	The law is quite clear.		https://en.m.wiktionary.org/wiki/法律#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5747239 (CM) & #6114398 (verdastelo9604)
紅色	我有一輛新的<b>紅色</b>汽車。	I have a new red car.		https://en.m.wiktionary.org/wiki/紅色#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #259020 (CK) & #846173 (Martha)
难	真<b>难</b>相信汤姆不知道玛丽爱他。	It's hard to believe Tom wasn't aware that Mary was in love with him.	It's hard to believe that Tom wasn't aware that Mary was in love with him.	https://en.m.wiktionary.org/wiki/難#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8222810 (CK) & #5624939 (verdastelo9604)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1553421 (CK) & #5624939 (verdastelo9604)
尝试	汤姆说他不确定是否能做到，但是他说会<b>尝试</b>。	Tom says he isn't sure if he can do that, but he says he'll try.		https://en.m.wiktionary.org/wiki/嘗試#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6229838 (CK) & #8589269 (easononizuka)
变得	知道如何使用电脑对我们来说<b>变得</b>很重要。	It is becoming important for us to know how to use a computer.		https://en.m.wiktionary.org/wiki/變得#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #262489 (CM) & #335268 (fucongcong)
看来	<b>看来</b>我是这里唯一有能力做这件事的人。	It seems as if I'm the only person here capable of doing it.		https://en.m.wiktionary.org/wiki/看來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8557699 (Rawrren) & #8558459 (slo_oth)
通过	那个我认为会<b>通过</b>考试的朋友失败了。	The friend who I thought would pass the exam failed it.		https://en.m.wiktionary.org/wiki/通過#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #246796 (CK) & #333765 (fucongcong)
水果	前几天我发现了一个买<b>水果</b>的好地方。	I found a good place to buy fruit a couple of days ago.		https://en.m.wiktionary.org/wiki/水果#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2327209 (CK) & #5091214 (mirrorvan)
我怕	"他會通過考試嗎?" "<b>我怕</b>是不會。"	"Will he pass the examination?" "I am afraid not."		https://en.m.wiktionary.org/wiki/我怕#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #73564 (CK) & #790620 (Martha)
邀	謝謝你<b>邀</b>我參加派對。	I'm grateful to you for inviting me to the party.	I am grateful to you for inviting me to the party.	https://en.m.wiktionary.org/wiki/邀#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6872947 (CK) & #1227044 (tsayng)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #35675 (CK) & #1227044 (tsayng)
承认	我<b>承认</b>这可能不是最好的方法。	I admit this may not be the best way of doing it.	I admit that this may not be the best way of doing it.	https://en.m.wiktionary.org/wiki/承認#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #21712 (CK) & #336894 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7182577 (CK) & #336894 (fucongcong)
度假	你认为你会到哪儿<b>度假</b>？	Where do you suppose you'll spend your vacation?		https://en.m.wiktionary.org/wiki/度假#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #19795 (CK) & #336854 (fucongcong)
取消	她建议我<b>取消</b>会议。	She suggested to me that I call off the meeting.		https://en.m.wiktionary.org/wiki/取消#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #314198 (CK) & #3780479 (e78xx_xxx)
湯姆是	<b>湯姆是</b>告訴我們問題的人。	Tom was the one that told us about the problem.		https://en.m.wiktionary.org/wiki/湯姆是#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3166084 (CK) & #6071010 (verdastelo9604)
、	他不知道怎么到那里去<b>、</b>什么时候到。	He was unsure how he would get there, and when.		https://en.m.wiktionary.org/wiki/、#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1070351 (witbrock) & #5617173 (verdastelo9604)
盡	他們會<b>盡</b>可能地抓更多的人。	They would capture as many people as possible.		https://en.m.wiktionary.org/wiki/盡#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #802598 (Source_VOA) & #873442 (Martha)
安靜	只要你保持<b>安靜</b>, 你可以留在這裡。	As long as you keep quiet, you can stay here.		https://en.m.wiktionary.org/wiki/安靜#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #788263 (hrin) & #779494 (Martha)
搬	你不能把你的东西<b>搬</b>去另一个房间吗？	Can't you move your stuff to the other room?		https://en.m.wiktionary.org/wiki/搬#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3329790 (CK) & #9961255 (GlossaMatik)
運動	醫生建議他多做<b>運動</b>。	The doctor advised him to do more exercise.		https://en.m.wiktionary.org/wiki/運動#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #27943 (CK) & #780065 (Martha)
別人	<b>別人</b>聽得懂你說的法語嗎？	Can you make yourself understood in French?		https://en.m.wiktionary.org/wiki/別人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #69776 (CK) & #811820 (Martha)
上面	你確定你不想睡在它<b>上面</b>嗎？	Are you sure you don't want to sleep on it?		https://en.m.wiktionary.org/wiki/上麵#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3549708 (CK) & #6044380 (verdastelo9604)
阻止	没什么能<b>阻止</b>你出发了。	There's nothing to prevent you from going.		https://en.m.wiktionary.org/wiki/阻止#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7120523 (CM) & #8975257 (WilsonWong)
猜	我<b>猜</b>明天会是好天气。	My guess is that it will be fine tomorrow.		https://en.m.wiktionary.org/wiki/猜#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #71845 (CM) & #844554 (kooler)
干	我不记得<b>干</b>了那样的事情。	I don't remember doing anything like that.		https://en.m.wiktionary.org/wiki/乾#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3536238 (Hybrid) & #10047715 (zhoudoufu)
麼	湯姆是你的好朋友，不是<b>麼</b>？	Tom is a good friend of yours, isn't he?		https://en.m.wiktionary.org/wiki/麼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2640859 (CK) & #6585415 (verdastelo9604)
公交车	你能告诉我能在哪里上<b>公交车</b>吗？	Could you tell me where I can get a bus?		https://en.m.wiktionary.org/wiki/公交車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #35318 (CM) & #1366052 (sadhen)
下個	他們決定在<b>下個</b>月結婚。	They decided to get married next month.		https://en.m.wiktionary.org/wiki/下個#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #503818 (CK) & #896378 (Martha)
之间	请在7、8点<b>之间</b>打给我。	Please call me between seven and eight.		https://en.m.wiktionary.org/wiki/之間#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7285462 (CK) & #343249 (fucongcong)
不太好	我妈妈英语说得<b>不太好</b>。	My mom doesn't speak English very well.		https://en.m.wiktionary.org/wiki/不太好#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1462 (CK) & #335027 (fucongcong)
噪音	我不能再忍受這個<b>噪音</b>了。	I can't tolerate this noise any longer.		https://en.m.wiktionary.org/wiki/噪音#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #58021 (CK) & #920110 (Martha)
件	请问您有多少<b>件</b>行李？	How many pieces of baggage do you have?		https://en.m.wiktionary.org/wiki/件#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #64741 (CM) & #8777616 (crescat)
钱包	汤姆的<b>钱包</b>里几乎什么都没有。	Tom has next to nothing in his wallet.		https://en.m.wiktionary.org/wiki/錢包#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1093635 (CK) & #2906696 (GlossaMatik)
看見	湯姆沒有真正<b>看見</b>發生了甚麼。	Tom didn't actually see what happened.		https://en.m.wiktionary.org/wiki/看見#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2956456 (CK) & #6095964 (verdastelo9604)
那天	我无法忘记<b>那天</b>发生了什么。	I can't forget what happened that day.		https://en.m.wiktionary.org/wiki/那天#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7735787 (CK) & #8631834 (ZeroAurora)
手臂	警察抓住了那个男孩的<b>手臂</b>。	The policeman grabbed the boy's arm.	The policeman seized the boy by the arm.	https://en.m.wiktionary.org/wiki/手臂#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2256267 (CM) & #2255113 (Venki)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #238392 (CK) & #2255113 (Venki)
